row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Ext_blank.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,10_QC.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,65_QC.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,31_Brote_22_3mg_3.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,55_QC.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,9_QC.mzXML Peak height,53_Brote_24_ 8mg_2.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,66_QC.mzXML Peak height,21_QC.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,44_QC.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,32_QC.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,
6040,286.1046399203786,45.7875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1577.0,0,0,0,649.0,1235.4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233.39,0,0,0,0,0,
6044,57.00582316431251,45.797497,,,,,,,,,,,0,0,0,0,0,0,0,0,6540.0,0,0,0,0,0,0,0,0,5026.0,0,0,3799.0,4530.0,0,0,5594.0,0,0,2574.0,0,2172.0,0,0,0,0,2390.0,2046.0,3481.0,0,7969.0,0,0,0,0,0,0,0,0,2830.0,0,0,0,3925.1704,0,4105.0,0,0,0,
6089,73.0047614021354,45.908337,,,,,,,,,,,0,0,0,1684.0,0,0,0,0,0,0,0,0,0,0,0,0,2174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982.7937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6090,81.02197684406183,45.909996,,,,,,,,,,,0,0,0,0,0,0,0,1307.0,0,0,0,0,2196.0,0,0,0,0,0,0,0,0,0,1284.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455.3047,0,1271.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6102,206.92653715725294,45.92625,,,,,,,,,,,0,0,0,0,0,1067.8326,0,0,0,0,0,0,0,0,1653.0,0,0,0,0,0,0,0,0,0,0,1602.254,0,0,0,0,0,0,0,1646.0,0,0,1129.0,0,0,0,0,0,0,0,1514.0,0,0,0,0,0,1449.0,0,0,0,1625.2344,0,0,
6109,117.01806911340675,45.9625,,,,,,,,,,,0,797.6205,0,679.0,0,0,0,0,0,882.0,0,0,0,0,1058.8085,850.6777,0,0,0,1038.4341,1388.0,0,0,0,0,0,0,1617.0,940.0,0,668.0,1460.0,0,1085.7009,0,0,0,0,0,785.0,1111.0,0,1018.0,0,0,0,0,1697.0,0,0,1020.0,1492.0,924.0,0,0,0,1388.0,
6120,73.00548189709274,46.015,,,,,,,,,,,0,0,1933.0372,1823.0,0,0,0,0,2745.0,0,1942.0,2091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845.5773,0,0,0,0,0,0,0,0,0,0,2738.0,0,2431.0,0,2527.0828,2436.117,0,0,0,2972.0,
6121,66.99437336580489,46.016666,,,,,,,,,,,0,0,0,0,0,1179.0,0,941.4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6149,98.02721257310517,46.065533,,,,,,,,,,,0,1383.5096,0,0,0,1364.0,0,0,0,0,0,0,0,1036.0,0,0,1444.0,2309.0,0,0,0,1380.0,0,1110.8326,0,0,992.0,2287.0,0,0,0,0,1861.0,0,0,0,0,0,1682.0,1273.0,0,0,0,548.0,2374.0,0,0,0,1910.0,1496.0,1241.0,0,0,2201.0,0,0,3098.0,
6153,57.01128709456581,46.07667,,,,,,,,,,,0,0,0,0,2533.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796.1072,0,0,0,0,2844.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6154,57.00576943283269,46.078335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741.432,0,0,0,3363.3005,0,2986.2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6157,57.002046170848686,46.083,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3783.8071,0,0,0,0,0,0,0,3449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2253.6064,0,0,0,0,0,0,0,0,0,0,0,3044.0,2678.035,0,0,
6159,57.00663163173628,46.085,,,,,,,,,,,0,0,0,0,0,2132.0,0,2154.0,0,0,0,0,0,0,0,2057.075,0,3707.3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775.7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6176,280.9138319388169,46.133747,,,,,,,,,,,0,0,0,671.0,0,0,0,635.0,0,0,0,0,0,0,0,0,864.4338,0,0,0,0,0,919.0,0,894.3763,0,0,0,772.0,0,772.0,0,0,0,992.0,881.0,656.0,0,0,892.6924,0,0,0,0,0,0,0,839.0,0,0,0,830.0,0,0,928.74896,978.0,1042.0,
6180,206.92531929408563,46.142223,,,,,,,,,,,0,0,0,0,0,0,1470.0,0,1698.0,0,0,0,0,0,1711.0,0,0,0,0,1486.6178,0,1378.6564,0,0,0,0,0,0,0,0,0,1684.0402,0,0,0,0,0,0,1364.7489,0,0,0,1689.0,0,0,0,0,0,0,0,0,0,0,1574.0,0,0,0,
6194,96.02783446264141,46.171665,,,,,,,,,,,0,1052.7748,0,0,0,0,0,0,1385.0,0,0,0,0,1154.0,0,0,0,0,0,0,1376.0,0,0,0,0,0,0,0,1109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.0,0,
6198,206.92222859239132,46.183334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1684.2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333.3129,1750.5874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6231,74.00655228309556,46.283752,,,,,,,,,,,0,0,0,0,0,0,0,1602.0,0,0,0,0,0,0,0,0,5783.0,0,0,2997.6025,7138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6234,74.0065332045421,46.287273,,,,,,,,,,,0,0,3579.2507,0,0,0,0,0,0,3095.0862,0,0,0,0,4012.0,0,0,0,4416.501,0,0,3335.0,0,0,0,0,0,0,0,0,0,5685.416,0,0,0,0,0,0,0,0,0,0,3918.2698,0,0,0,0,4827.416,0,3388.0,0,0,3403.5461,0,0,5066.4263,0,
6237,74.00285426605139,46.288006,,,,,,,,,,,0,0,0,1197.0,0,2588.0,0,0,0,0,0,0,0,4291.9883,0,0,0,0,0,0,0,0,3928.5186,3313.083,0,0,3732.3423,0,0,0,0,0,0,0,0,0,1484.0,5135.346,3164.0,3803.46,0,0,0,0,0,0,3895.2766,6132.0,5107.929,0,0,4083.212,0,3266.0,0,0,0,
6243,74.00242285968504,46.292137,,,,,,,,,,,0,0,0,0,8466.002,0,0,0,0,0,0,5044.4517,0,0,0,0,0,0,0,0,6128.439,0,0,0,7321.1855,5257.469,0,8330.48,0,4532.0757,0,0,5562.599,7799.059,6046.0303,0,0,0,0,0,0,5437.7856,0,0,0,4931.277,0,0,0,0,0,0,0,0,7307.6753,0,4993.7207,
6247,81.02277561707265,46.309998,,,,,,,,,,,0,1132.9287,1138.0,0,0,0,0,1184.0,0,0,0,0,1911.0,0,0,1278.0,0,0,0,0,1985.0,1461.0,0,0,0,0,0,0,0,0,0,0,1574.0,0,0,0,0,0,0,0,1232.93,0,0,0,0,0,0,0,0,0,1387.0,0,0,1490.1958,0,0,1891.0,
6258,73.00427531016318,46.331,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2303.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093.8274,0,1892.0,0,0,0,0,2141.5999,0,0,0,0,0,0,0,1703.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6260,73.00594550511457,46.345554,,,,,,,,,,,0,0,0,1760.9852,2687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255.0,0,0,0,2686.0,0,0,0,2117.268,0,0,0,2210.0,0,0,0,0,0,0,2732.0,2469.2024,0,0,0,3220.0,0,0,0,
6272,71.03468228885833,46.387497,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2540.0,0,0,0,0,0,1383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695.6787,0,0,
6276,71.03602511316633,46.395,,,,,,,,,,,0,1627.8915,0,0,0,0,0,0,0,1054.0,0,0,0,0,1775.0,1079.0,0,2828.0,0,0,0,0,0,1226.0,0,0,870.0,0,0,0,0,0,1689.7274,1929.0516,959.0,0,0,0,1454.6848,0,0,0,0,0,0,0,897.0,0,0,0,1361.0,2800.0,0,0,0,0,0,
6297,135.0044998695829,46.44722,,,,,,,,,,,0,0,629.0,412.0,0,495.0,914.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262.1958,0,0,1556.0,0,0,0,0,0,0,0,468.0,0,0,0,0,1170.4436,0,0,0,0,0,0,0,0,0,0,0,934.0,0,0,0,
6302,206.92146679215602,46.455,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1327.2599,0,0,0,0,0,0,0,0,1588.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634.0238,0,0,0,0,0,0,0,0,0,0,0,0,
6318,206.91814495010453,46.483334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818.8192,0,0,0,0,1613.3583,2076.0,0,0,0,0,0,0,0,0,
6329,206.9263032063671,46.507854,,,,,,,,,,,0,0,0,0,0,1314.2769,1597.4237,0,0,0,0,0,1817.8032,0,0,0,0,0,0,0,1951.0,0,0,0,0,0,0,0,0,0,0,0,1777.9359,0,0,1647.7878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906.4177,0,0,
6360,73.00215900529986,46.585003,,,,,,,,,,,0,0,0,0,0,0,0,0,3050.235,0,0,0,0,0,0,0,0,0,0,0,2887.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865.9553,0,0,0,0,0,0,0,0,0,0,0,0,
6361,73.00593246553811,46.588997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195.2554,0,0,0,2693.794,0,0,0,0,0,0,0,3458.7283,0,0,0,2948.8755,0,0,0,0,0,0,0,0,0,0,0,0,0,3198.509,0,
6365,73.0021187901606,46.59563,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3416.195,0,0,0,2538.2795,0,0,2780.8853,0,0,0,0,0,0,2733.4387,0,0,0,0,0,0,0,0,0,0,0,2410.0,2126.71,0,3088.7183,0,0,0,0,0,0,0,0,0,3182.5198,0,0,0,0,0,0,0,0,
6366,73.00611285402763,46.6,,,,,,,,,,,0,0,0,0,0,0,0,2703.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624.435,0,2726.1704,0,0,3082.1448,0,0,
6373,130.99483900479794,46.6475,,,,,,,,,,,0,0,0,0,0,0,3024.7014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457.942,0,2234.004,0,0,0,0,0,0,0,0,0,
6374,130.9955871685395,46.650833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,0,0,0,3680.8955,0,2858.0,0,0,0,0,0,2006.2363,0,2883.0627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722.0,0,
6375,130.99610844163962,46.652496,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646.4202,0,4123.3794,0,3688.1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3565.617,0,0,0,0,0,0,0,0,
6377,130.99558502783083,46.655,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5274.2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147.1633,0,0,0,0,0,2996.9949,0,0,0,0,
6378,97.03159439766152,46.658337,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239.0,0,0,0,0,0,0,0,0,0,0,0,0,1169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.948,0,0,
6383,57.011190165914265,46.67625,,,,,,,,,,,0,0,0,1879.0,0,0,0,0,0,0,1474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2781.3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333.4458,0,
6385,57.005300814642446,46.68684,,,,,,,,,,,0,2868.0,1524.0,0,2375.0,2106.0,0,0,3086.0,2455.0,0,0,0,0,2343.0,0,6737.0,4690.1895,1948.0,2716.7222,0,0,0,0,0,0,0,1898.0,0,0,0,0,3671.0,0,1732.0,1663.0,2004.0,0,0,0,0,6804.0,0,0,0,0,0,0,0,2294.0,0,4599.17,0,0,0,0,0,
6388,57.00853076871533,46.705555,,,,,,,,,,,0,0,2329.0,0,0,0,0,0,0,0,0,2311.0,0,1682.0,0,1972.0,0,0,0,0,0,2050.0,0,0,0,0,1831.0,0,2064.0,0,2527.0,4828.0,0,3206.1213,0,0,0,0,0,1439.0,2078.0,0,2977.0,0,2259.0,0,0,0,0,0,2721.0,5034.0,0,2956.591,3057.997,0,0,
6400,57.00839759661801,46.753826,,,,,,,,,,,0,2817.0,0,0,0,2970.0,0,0,0,0,0,0,0,0,0,0,0,0,1736.0,4633.209,0,2654.0,0,2535.0,0,0,0,2087.0,2185.0,0,0,0,0,0,0,0,2060.0,0,0,1926.0,0,5758.882,0,0,0,1594.6289,0,0,4485.3115,3022.0,0,4316.502,0,0,0,2859.9038,4098.0,
6405,57.004351815915236,46.765,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4251.23,0,0,0,0,0,0,0,0,0,0,0,0,3904.2427,0,0,0,0,0,0,0,0,0,0,0,0,
6409,55.00126496038304,46.771667,,,,,,,,,,,0,0,0,0,2751.8464,0,2427.4722,0,3420.0,0,0,0,3644.0,2265.0,0,0,0,0,0,0,4553.0,0,0,0,0,1833.0,1892.0333,0,0,1797.4717,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.0,0,0,2367.2795,0,3222.0,0,2887.0,0,2641.0283,0,0,0,3459.4587,
6410,54.99999999999999,46.773335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3561.4937,0,0,0,0,0,0,3020.4854,0,0,0,0,0,0,0,0,0,2400.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6418,79.00991792103899,46.7925,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287.0,0,0,1189.8241,1249.0,0,0,0,1786.0,0,0,1553.0,0,0,0,0,0,0,1290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6419,73.00835280381703,46.795,,,,,,,,,,,0,2998.1392,0,0,0,0,0,0,0,0,0,0,0,0,2809.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562.0,0,0,0,0,2833.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6426,206.92730774547275,46.80917,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1582.4563,2096.9844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071.0,0,0,0,1331.2874,0,1709.7614,0,0,0,0,0,0,0,0,0,0,1398.5273,0,0,0,0,0,0,0,
6433,73.00490837204893,46.832497,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422.6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2781.2407,0,0,2772.0,0,
6435,280.9125201188665,46.84833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1105.9238,0,0,0,0,1086.0,0,0,0,0,1094.7173,0,0,0,0,0,0,0,0,0,0,1266.0,0,1047.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.6248,0,0,
6443,95.04428470213797,46.908337,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873.0,0,0,0,0,0,0,0,0,0,0,0,0,1784.459,0,0,0,0,0,0,0,0,0,0,1740.0,0,
6447,57.00409588222194,46.915714,,,,,,,,,,,0,0,0,0,0,0,0,0,4593.072,0,0,0,0,0,0,0,6734.0,0,0,4437.7666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226.922,0,0,0,0,0,0,0,0,0,0,4177.0923,0,0,0,0,2761.0,2217.0,0,0,
6448,117.00966989965889,46.918335,,,,,,,,,,,0,0,0,0,0,0,4158.261,0,0,0,0,0,0,2629.3647,0,0,0,0,0,0,0,0,0,0,0,0,3189.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6449,117.00679873739561,46.91875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062.9402,3443.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2964.0857,2935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6451,55.00244272126386,46.92,,,,,,,,,,,0,0,0,2227.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381.002,0,0,0,0,0,0,0,0,0,0,0,0,1183.0,0,1364.0,0,0,0,0,0,0,0,0,0,0,0,
6454,54.99992000494219,46.928127,,,,,,,,,,,0,3276.4033,2503.0,0,0,0,0,2760.5737,0,0,0,2455.0,0,0,0,2930.0,0,0,0,0,0,0,0,0,0,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492.0,0,0,3298.0,0,0,0,0,0,0,0,
6455,280.91684501285323,46.929474,,,,,,,,,,,0,903.0,0,0,0,0,0,0,1278.0,1334.0,0,0,0,0,0,0,1316.0,0,0,1065.3602,1260.0,0,0,1159.0,0,0,1171.0,0,957.0,0,0,0,0,0,1278.0,1037.559,897.0,0,0,0,1016.0,1186.0,1266.0,0,0,0,0,1138.0,0,0,1111.0,0,1244.0,0,0,0,1177.0,
6459,74.9975647821563,46.941666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.59106,0,0,0,0,0,0,0,0,1249.0,0,0,0,0,0,0,0,0,0,0,
6473,109.08049523097516,46.961998,,,,,,,,,,,0,0,0,0,0,0,1049.0,0,0,649.0,0,830.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526.5303,0,0,0,0,0,
6483,75.00246116194798,46.9725,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1231.0,0,0,0,0,764.0,0,0,1455.0,0,0,0,0,0,0,0,0,0,1239.0,0,0,0,0,0,0,0,0,0,0,0,0,1047.5122,0,0,0,0,0,1400.0,0,0,0,0,0,0,
6487,73.00787171664635,46.98875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2938.2576,0,0,0,0,2926.0,2533.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3071.0,0,0,0,0,0,0,0,0,0,
6492,135.01255071335257,46.999,,,,,,,,,,,0,0,0,0,1046.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.0,0,0,0,0,0,865.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759.16345,0,0,0,934.0,
6504,67.00015781907213,47.016666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547.2488,2698.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130.2441,0,0,0,0,0,0,0,0,0,0,
6527,206.9262391186801,47.057,,,,,,,,,,,0,0,2027.0,0,2188.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226.0,0,0,0,0,0,2028.0,0,0,0,0,1824.7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6536,81.02097467305114,47.070004,,,,,,,,,,,0,2076.4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282.0,0,0,0,0,1298.0,0,0,0,0,0,0,0,0,0,2407.0,0,0,0,0,0,0,0,0,0,
6537,110.07335472649986,47.075832,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,822.0,0,0,1163.0,0,1135.0,0,0,1144.5071,0,0,0,973.0,0,500.0,780.0,0,0,0,710.0,802.0,0,0,652.0,0,0,0,0,777.0,0,938.0,978.0,0,0,0,792.0,0,0,880.0,998.0,0,0,1023.0,899.0,0,0,
6543,93.02864047145339,47.085,,,,,,,,,,,0,0,0,0,1713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257.0,0,0,0,0,0,0,0,1197.0,0,0,0,0,0,0,0,0,0,0,0,0,966.36255,597.0,0,1082.0,0,0,1239.0,0,0,0,0,0,0,
6545,117.00866053880677,47.08964,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2564.0,0,3254.0,0,2878.1985,4554.587,0,3852.0376,0,1665.0,4497.5166,0,0,3413.0,0,0,1676.0,0,0,0,0,0,0,0,0,0,0,0,1871.0,3767.0,2967.0,0,0,0,1225.0,0,0,0,0,0,0,0,0,3898.0,0,0,0,0,
6550,117.00744057893777,47.09875,,,,,,,,,,,0,0,0,0,0,0,0,0,4699.627,0,2627.384,0,0,0,0,0,0,7237.3022,0,0,0,0,0,0,4323.673,0,0,0,0,0,0,0,0,3166.0,0,0,3685.4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7063.789,0,0,0,2898.0,0,
6558,55.00246176230977,47.11333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462.0,0,0,0,0,0,3078.0,0,0,0,3234.7876,0,0,0,0,0,0,0,0,0,0,0,0,
6563,55.000049444275284,47.125626,,,,,,,,,,,0,0,0,0,3946.0,0,0,0,0,0,0,0,0,0,0,3110.0,0,0,0,0,3332.0,0,3166.0,0,0,0,2630.0,0,0,2242.0,0,0,0,0,0,0,0,0,0,2516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2894.216,0,0,
6565,55.00123172532188,47.1375,,,,,,,,,,,0,0,0,0,0,0,0,3033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3267.9246,0,0,0,0,2500.0,0,5737.0,7966.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3923.3513,
6571,66.9999971892846,47.232338,,,,,,,,,,,0,18137.863,20371.918,8669.199,42599.26,20308.13,43300.17,14902.541,43890.637,0,11530.463,13537.005,74721.414,10976.421,38193.926,18410.533,20832.799,65875.17,0,45175.652,0,23128.709,18439.396,24820.0,33016.85,0,13629.579,36268.516,30350.262,9090.0,0,15800.122,38350.258,24062.0,14098.117,18230.016,20598.76,0,21662.066,13952.401,0,17655.512,23058.748,0,14350.578,0,13992.896,21790.43,35220.246,19253.367,21448.498,69717.984,27762.0,29196.0,21609.0,12889.26,27746.0,
6579,55.0,47.259,,,,,,,,,,,0,0,0,0,0,18591.0,0,18235.611,0,0,0,0,0,0,0,0,0,0,0,0,18829.268,0,0,0,0,0,0,0,0,0,0,20084.752,0,0,0,0,0,0,0,0,0,0,0,0,19164.936,0,0,0,0,0,0,0,0,0,0,0,0,
6590,55.00006117485541,47.273335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23513.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31857.166,0,21586.217,0,0,
